kepid,koi_disposition,maxFlux,minFlux,meanFlux,p2pFlux,varianceFlux
3662635,FALSE POSITIVE,1.016922379,0.974648895,0.997911838,0.042273484,0.000105145
3662838,CONFIRMED,1.000188789,0.999514665,0.999994093,0.000674123,5.42E-09
3663141,FALSE POSITIVE,1.000319671,0.999668499,1.000000086,0.000651172,1.51E-09
3728432,CONFIRMED,1.000866334,0.992656714,0.999987705,0.00820962,1.57E-07
3728701,CONFIRMED,1.000284592,0.999857263,1.000005247,0.000427329,2.12E-09
3730176,FALSE POSITIVE,1.000134847,0.999928063,1.000001611,0.000206783,4.28E-10
3730335,FALSE POSITIVE,1.000138966,0.999912991,1.000005496,0.000225975,1.39E-09
3732035,CONFIRMED,1.000146987,0.999713312,1.000001255,0.000433675,1.81E-09
3732821,CONFIRMED,1.000271955,0.99964602,1.000002147,0.000625934,4.67E-09
3732894,FALSE POSITIVE,1.000222517,0.999833723,1.000005441,0.000388794,2.36E-09
3732972,FALSE POSITIVE,1.000725384,0.999375466,1.000008846,0.001349917,5.86E-08
3733628,CONFIRMED,1.002002868,0.987293667,0.999829006,0.014709202,1.52E-06
3734418,CONFIRMED,1.000658541,0.997970504,1.000008816,0.002688037,3.15E-08
3734501,FALSE POSITIVE,1.000222309,0.999763822,1.000000517,0.000458486,6.21E-09
3734868,FALSE POSITIVE,1.003115929,0.990484586,0.99972967,0.012631344,1.95E-06
3735629,FALSE POSITIVE,1.008770806,0.887951504,0.992456172,0.120819301,0.000532933
3735634,FALSE POSITIVE,1.000185037,0.996175745,0.999802492,0.004009292,3.95E-07
3742855,FALSE POSITIVE,1.000880565,0.991763238,0.999564314,0.009117327,2.42E-06
3745559,CONFIRMED,1.002204955,0.998009667,0.999996493,0.004195288,4.49E-08
3745690,CONFIRMED,1.00044914,0.999693249,1.000002047,0.000755891,2.69E-09
3746248,FALSE POSITIVE,1.001509186,0.99665103,0.999974006,0.004858156,5.70E-07
3747262,FALSE POSITIVE,1.000083738,0.999914201,1.000000536,0.000169537,8.13E-10
3747817,CONFIRMED,1.003527806,0.999067328,1.000015629,0.004460478,5.27E-08
3749134,CONFIRMED,1.000178258,0.999830503,1.000006135,0.000347755,3.99E-09
3749365,CONFIRMED,1.00229742,0.99456277,0.999192543,0.007734651,2.29E-06
3749508,FALSE POSITIVE,1.00178389,0.998369958,0.999999725,0.003413932,5.57E-07
3749978,CONFIRMED,1.000395084,0.999551809,1.000010829,0.000843275,1.48E-08
3750350,FALSE POSITIVE,1.00007402,0.999961689,1.000002582,0.000112331,3.65E-10
3751231,FALSE POSITIVE,1.000297962,0.999561904,1.000005142,0.000736057,1.02E-08
3755522,FALSE POSITIVE,1.000055976,0.999940878,1.000000383,0.000115097,2.04E-10
3756264,CONFIRMED,1.000224061,0.999781395,1.000004028,0.000442666,3.37E-09
3757407,FALSE POSITIVE,1.000281393,0.999672497,1.000000116,0.000608897,2.41E-08
3757588,FALSE POSITIVE,1.001035827,0.99630428,0.999941767,0.004731547,1.74E-07
3757590,FALSE POSITIVE,1.003440612,0.998826765,1.000038513,0.004613847,1.01E-07
3757778,FALSE POSITIVE,1.000911893,0.961003025,0.999553066,0.039908868,1.16E-05
3761319,FALSE POSITIVE,1.000514746,0.999317306,1.000002712,0.001197441,1.93E-08
3762468,CONFIRMED,1.0043436,0.995063869,0.999777841,0.009279731,1.81E-06
3762553,FALSE POSITIVE,1.003811955,0.984021902,0.999816597,0.019790053,1.67E-06
3763724,FALSE POSITIVE,1.000373355,0.999773128,1.000006508,0.000600226,4.06E-09
3764411,FALSE POSITIVE,1.000421811,0.999725352,1.000004605,0.000696458,9.64E-09
3764714,FALSE POSITIVE,1.00030636,0.999287301,0.999995047,0.001019059,1.28E-08
3765771,FALSE POSITIVE,1.000221262,0.999724075,0.999993912,0.000497187,4.71E-09
3766353,FALSE POSITIVE,1.003404322,0.997345596,0.999885125,0.006058726,1.69E-06
3830820,FALSE POSITIVE,1.000430655,0.991478354,0.999838868,0.008952301,8.98E-07
3831053,CONFIRMED,1.000775221,0.998926735,1.000000562,0.001848486,8.64E-09
3831523,FALSE POSITIVE,1.000189032,0.999774783,1.000000106,0.000414249,3.71E-09
3831911,FALSE POSITIVE,1.016542699,0.984776418,1.00003971,0.031766281,3.69E-05
3832474,CONFIRMED,1.002303108,0.969903828,0.999388917,0.03239928,1.33E-05
3832716,FALSE POSITIVE,1.000009642,0.963439777,0.990995518,0.036569865,0.000123253
3833007,CONFIRMED,1.000098558,0.999716834,0.999999868,0.000381724,2.24E-09
3834317,FALSE POSITIVE,1.000110382,0.999817439,0.999999075,0.000292943,2.25E-09
3834322,FALSE POSITIVE,1.000456463,0.999301859,1.000005824,0.001154604,1.59E-08
3834360,FALSE POSITIVE,1.000183231,0.99980396,1.000003203,0.000379271,3.73E-09
3834364,FALSE POSITIVE,1.00852563,0.988558104,0.998825049,0.019967526,1.49E-05
3835670,CONFIRMED,1.000087709,0.999714678,0.99999868,0.000373031,6.70E-10
3836375,FALSE POSITIVE,1.000472152,0.999357757,1.00000359,0.001114395,2.24E-08
3836399,FALSE POSITIVE,1.000562089,0.998406827,0.999926832,0.002155262,8.56E-08
3836413,FALSE POSITIVE,1.00430855,0.984703897,0.998547409,0.019604653,1.24E-05
3836439,FALSE POSITIVE,1.004177627,0.983737716,0.99681999,0.020439911,3.10E-05
3836450,FALSE POSITIVE,1.000173641,0.999374586,1.000000804,0.000799055,3.08E-09
3836453,FALSE POSITIVE,1.00098729,0.995276662,0.999955284,0.005710627,2.08E-07
3836509,FALSE POSITIVE,1.000435261,0.999556079,0.999998881,0.000879181,2.15E-08
3836522,FALSE POSITIVE,1.000214722,0.999748752,1.000000892,0.00046597,3.61E-09
3836558,FALSE POSITIVE,1.027088042,0.996374101,1.000105625,0.030713941,2.43E-06
3838004,FALSE POSITIVE,1.000765201,0.999251678,0.999999268,0.001513524,4.86E-08
3838486,FALSE POSITIVE,1.000461405,0.996174342,0.99999398,0.004287063,7.71E-08
3838496,FALSE POSITIVE,1.009115406,0.869461058,0.987610027,0.139654348,0.0007505
3839294,FALSE POSITIVE,1.000312924,0.999674958,1.000000027,0.000637966,1.08E-08
3839488,CONFIRMED,1.000135021,0.999816837,1.000002805,0.000318184,1.08E-09
3846515,FALSE POSITIVE,1.000222256,0.999238235,0.999996144,0.000984021,2.01E-09
3847138,CONFIRMED,1.000167287,0.999655777,1.000002447,0.00051151,2.82E-09
3847708,FALSE POSITIVE,1.00021826,0.999217837,0.999999139,0.001000422,3.06E-09
3847907,CONFIRMED,1.000144103,0.999238633,0.999928311,0.00090547,4.01E-08
3848275,CONFIRMED,1.000264334,0.999707321,1.000010295,0.000557013,7.66E-09
3848665,FALSE POSITIVE,1.000952985,0.999070343,1.000014587,0.001882642,6.41E-08
3848919,FALSE POSITIVE,1.015211276,0.92549448,0.959998681,0.089716796,0.000216999
3848948,FALSE POSITIVE,1.000517011,0.997599065,0.999998629,0.002917945,1.80E-08
3848972,FALSE POSITIVE,1.000406165,0.999495734,0.999927126,0.000910431,9.16E-09
3849155,FALSE POSITIVE,1.000141029,0.999876331,1.000001299,0.000264698,1.57E-09
3851130,FALSE POSITIVE,1.000673638,0.998525893,0.999998494,0.002147746,1.94E-08
3851134,FALSE POSITIVE,1.000308629,0.999504681,0.999999231,0.000803948,1.43E-08
3851193,FALSE POSITIVE,1.00660052,0.972246035,0.991173211,0.034354485,0.000105516
3851194,FALSE POSITIVE,1.000111346,0.999910861,1.000002737,0.000200485,9.45E-10
3851949,FALSE POSITIVE,1.000506425,0.992248656,0.999844545,0.008257768,9.58E-07
3852258,FALSE POSITIVE,1.000875715,0.998285833,0.99999606,0.002589882,8.10E-08
3852476,FALSE POSITIVE,1.000116776,0.999906725,1.000001048,0.000210052,1.53E-09
3852655,CONFIRMED,1.000361735,0.999811614,1.000002518,0.000550121,1.47E-09
3852865,FALSE POSITIVE,1.000111672,0.999875813,1.000002063,0.000235859,1.31E-09
3853673,FALSE POSITIVE,1.000197103,0.999764374,1.000003308,0.000432729,5.01E-09
3854101,FALSE POSITIVE,1.000249713,0.998961903,1.000004395,0.00128781,7.14E-09
3857860,FALSE POSITIVE,1.00008417,0.999945159,1.000000773,0.000139011,3.61E-10
3858704,FALSE POSITIVE,1.000083452,0.999927577,1.000001657,0.000155874,6.90E-10
3858757,FALSE POSITIVE,1.000496232,0.999390682,1.000006349,0.00110555,1.48E-08
3858767,FALSE POSITIVE,1.000150548,0.999858401,1.000003625,0.000292147,2.14E-09
3858804,FALSE POSITIVE,1.007218871,0.997168406,1.000050483,0.010050465,2.79E-07
3858824,FALSE POSITIVE,1.000348069,0.999266555,0.999999393,0.001081513,1.79E-08
3858851,FALSE POSITIVE,1.000533665,0.99760699,0.999962367,0.002926676,9.32E-08
3858879,FALSE POSITIVE,1.000316909,0.998786581,0.999986876,0.001530328,3.27E-08
3858884,FALSE POSITIVE,1.000015577,0.825000053,0.993061406,0.175015524,0.000944349
3858917,FALSE POSITIVE,1.000510977,0.995827221,0.999963872,0.004683756,8.79E-08
3858919,FALSE POSITIVE,1.000516213,0.999514464,1.000017201,0.001001749,1.61E-08
3858926,FALSE POSITIVE,1.000173161,0.999865546,0.999999555,0.000307615,2.40E-09
3858943,FALSE POSITIVE,1.000209961,0.999826281,1.000002378,0.000383679,3.76E-09
3858949,FALSE POSITIVE,1.000262456,0.999700407,1.000003111,0.000562048,4.81E-09
3858988,FALSE POSITIVE,1.014629429,0.98680602,1.000154408,0.027823409,3.58E-06
3859042,FALSE POSITIVE,1.000430982,0.999663864,1.000011124,0.000767118,1.17E-08
3859079,CONFIRMED,1.000196615,0.99970553,1.000002979,0.000491085,5.36E-09
3859151,FALSE POSITIVE,1.000194613,0.999844314,1.000001949,0.000350299,3.31E-09
3859363,FALSE POSITIVE,1.001418029,0.997167113,0.999993426,0.004250917,4.37E-08
3859628,CONFIRMED,1.000260864,0.999733515,1.00000568,0.000527349,5.72E-09
3859890,FALSE POSITIVE,1.000099023,0.99988782,1.000002368,0.000211203,1.14E-09
3860441,FALSE POSITIVE,1.000267527,0.999648293,0.999995717,0.000619234,9.34E-09
3861595,CONFIRMED,1.000045341,0.99944052,0.999984731,0.000604821,4.39E-09
3861611,FALSE POSITIVE,1.000614729,0.999510157,1.000013808,0.001104572,2.40E-08
3862246,FALSE POSITIVE,1.000654634,0.998818331,0.999960499,0.001836303,4.82E-08
3865298,FALSE POSITIVE,1.002831348,0.919229593,0.992364424,0.083601754,0.000459702
3865567,FALSE POSITIVE,1.000313097,0.999341992,0.999998775,0.000971105,1.29E-08
3865595,FALSE POSITIVE,1.002255811,0.997517217,1.000009829,0.004738594,8.46E-08
3866536,FALSE POSITIVE,1.000201,0.999786283,1.000000479,0.000414717,1.45E-09
3867593,FALSE POSITIVE,1.008593852,0.959988603,0.999744739,0.048605249,1.39E-05
3867615,CONFIRMED,1.000073258,0.999934484,1.00000173,0.000138774,7.05E-10
3869014,CONFIRMED,1.000240348,0.999767514,1.000004987,0.000472834,3.07E-09
3869326,FALSE POSITIVE,1.000367998,0.999574834,0.999997308,0.000793164,1.86E-08
3869825,FALSE POSITIVE,1.00261462,0.993559399,0.999613257,0.009055221,2.80E-06
3935914,CONFIRMED,1.00161114,0.997552811,0.999606322,0.004058328,6.02E-07
3936658,FALSE POSITIVE,1.000043286,0.999948917,0.999999316,9.44E-05,2.62E-10
3937519,CONFIRMED,1.000413334,0.995919338,0.99987281,0.004493996,1.88E-07
3937814,CONFIRMED,1.000222126,0.999782599,1.000005822,0.000439527,4.76E-09
3938073,FALSE POSITIVE,1.000881077,0.967087299,0.999306958,0.033793778,1.87E-05
3939150,CONFIRMED,1.000083113,0.999744033,1.000001273,0.00033908,1.07E-09
3940418,CONFIRMED,1.000493117,0.999286705,1.000003864,0.001206412,1.24E-08
3941219,FALSE POSITIVE,1.000107915,0.999866885,0.999999308,0.00024103,1.79E-09
3942670,CONFIRMED,1.000116882,0.999816131,1.000001757,0.000300751,1.04E-09
3945802,FALSE POSITIVE,1.00053511,0.99981524,1.000005761,0.000719869,3.77E-09
3946023,FALSE POSITIVE,1.000146524,0.999851295,1.000001965,0.00029523,4.93E-10
3952651,FALSE POSITIVE,1.000208391,0.999417652,1.000003492,0.000790739,4.70E-09
3953106,FALSE POSITIVE,1.006148185,0.947372548,0.997491412,0.058775637,8.48E-05
3953173,FALSE POSITIVE,1.001641807,0.998659562,1.000006676,0.002982246,2.08E-08
3953212,FALSE POSITIVE,1.000176461,0.999744095,1.00000132,0.000432365,4.20E-09
3954211,FALSE POSITIVE,1.001402838,0.994490123,0.998522019,0.006912715,2.78E-06
3954227,FALSE POSITIVE,1.018946699,0.962196846,0.985487656,0.056749852,0.000117155
3955817,CONFIRMED,1.000247722,0.999830981,1.000007942,0.000416741,4.78E-09
3955866,FALSE POSITIVE,1.000826713,0.996723052,0.999987679,0.004103661,4.98E-08
3955867,FALSE POSITIVE,1.051345239,0.979361847,0.999926278,0.071983392,1.56E-05
3957082,FALSE POSITIVE,1.000182686,0.999875159,1.000002178,0.000307527,7.90E-10
3958301,FALSE POSITIVE,1.000495146,0.998409971,1.000007975,0.002085176,1.75E-08
3962243,CONFIRMED,1.000321767,0.999126657,1.000004455,0.00119511,8.76E-09
3962357,CONFIRMED,1.000134241,0.999841875,1.000002944,0.000292366,2.09E-09
3962684,FALSE POSITIVE,1.000142115,0.99989413,1.000004567,0.000247985,1.96E-09
3962728,FALSE POSITIVE,1.000561698,0.999692589,1.000007861,0.000869109,1.37E-08
3962751,FALSE POSITIVE,1.000261448,0.999823304,1.000007324,0.000438143,5.12E-09
3962872,FALSE POSITIVE,1.000128181,0.999857684,1.000002122,0.000270498,1.56E-09
3964109,CONFIRMED,1.000092106,0.999877207,1.000001356,0.000214899,8.42E-10
3964545,FALSE POSITIVE,1.009924406,0.957579017,0.994849231,0.052345389,0.000119304
3964562,FALSE POSITIVE,1.00034152,0.999259982,1.000002049,0.001081538,6.27E-09
3965326,FALSE POSITIVE,1.000122508,0.999788189,0.99999677,0.000334319,7.49E-10
3965879,FALSE POSITIVE,1.001482691,0.998794341,0.999997765,0.00268835,3.18E-07
3966262,FALSE POSITIVE,1.001882161,0.996879442,0.999997594,0.005002719,2.47E-07
3966801,CONFIRMED,1.000205053,0.9996485,1.00000209,0.000556553,4.55E-09
3966912,FALSE POSITIVE,1.000386539,0.997396936,0.999992451,0.002989603,4.19E-08
3967326,CONFIRMED,1.002497279,0.982984717,0.999862448,0.019512562,1.79E-06
3967501,FALSE POSITIVE,1.01392414,0.996154847,1.000053355,0.017769292,1.27E-06
3967760,CONFIRMED,1.001584966,0.997860699,0.999992118,0.003724268,8.02E-08
3969687,CONFIRMED,1.000059144,0.999876878,1.000000811,0.000182266,5.00E-10
3970117,FALSE POSITIVE,1.00307453,0.870882952,0.999309262,0.132191578,6.65E-05
3970233,FALSE POSITIVE,1.000771352,0.991193905,0.999572885,0.009577447,2.64E-06
3970397,FALSE POSITIVE,1.000689405,0.999894176,1.000005937,0.000795228,3.41E-09
3971315,FALSE POSITIVE,1.000117667,0.998791381,0.999939046,0.001326286,5.05E-08
3972391,FALSE POSITIVE,1.000704447,0.998909073,1.00000292,0.001795375,3.54E-08
3973002,FALSE POSITIVE,1.003531862,0.982336674,0.996821339,0.021195188,3.13E-05
3973504,FALSE POSITIVE,1.011564967,0.9868988,0.999041635,0.024666166,1.01E-05
3973549,FALSE POSITIVE,1.000391746,0.999444284,0.999984997,0.000947462,1.11E-08
4035640,CONFIRMED,1.001446762,0.998889967,1.00000723,0.002556796,4.73E-08
4035667,FALSE POSITIVE,1.003016114,0.997044444,1.000008106,0.00597167,9.75E-07
4035675,FALSE POSITIVE,1.012034774,0.987155823,0.99935053,0.024878951,1.35E-05
4037163,FALSE POSITIVE,1.008306939,0.973447156,0.991816423,0.034859783,5.69E-05
4037164,FALSE POSITIVE,1.000608895,0.999096201,0.999829565,0.001512694,5.41E-08
4037428,FALSE POSITIVE,1.003326677,0.99603691,0.999720711,0.007289766,1.12E-06
4042026,FALSE POSITIVE,1.000391894,0.988173029,0.999846287,0.012218865,1.35E-06
4042088,FALSE POSITIVE,1.000288802,0.999591838,1.000001334,0.000696964,1.08E-08
4043190,CONFIRMED,1.000069558,0.999922427,1.000001391,0.000147131,5.08E-10
4043443,FALSE POSITIVE,1.000346874,0.998905094,1.000003303,0.00144178,1.04E-08
4044005,FALSE POSITIVE,1.000502166,0.999179196,0.999980086,0.00132297,1.36E-08
4049108,FALSE POSITIVE,1.000136993,0.999721983,1.000000667,0.00041501,3.25E-09
4049124,FALSE POSITIVE,1.001506723,0.975188523,0.997688261,0.026318199,4.21E-05
4049131,CONFIRMED,1.001422,0.987106069,0.99989563,0.014315931,1.03E-06
4055092,FALSE POSITIVE,1.000253238,0.997883425,0.999981646,0.002369813,4.37E-08
4055304,CONFIRMED,1.004589908,0.994613019,1.000007931,0.009976889,2.78E-07
4055774,FALSE POSITIVE,1.000289909,0.999769769,1.000007538,0.00052014,6.96E-09
4056579,FALSE POSITIVE,1.000323794,0.999670689,1.000000081,0.000653105,6.76E-09
4056616,CONFIRMED,1.001131928,0.997466617,0.999987794,0.003665311,4.03E-08
4058169,FALSE POSITIVE,1.00005576,0.999866162,1.000001094,0.000189598,5.35E-10
4058881,FALSE POSITIVE,1.000280632,0.999719121,1.000007828,0.000561511,7.42E-09
4059887,FALSE POSITIVE,1.000213287,0.999939009,1.000002758,0.000274278,7.53E-10
4060815,FALSE POSITIVE,1.000091274,0.999879171,1.00000067,0.000212104,1.11E-09
4061149,CONFIRMED,1.000571017,0.999219765,1.000009437,0.001351253,2.19E-08
4067110,FALSE POSITIVE,1.000338837,0.999588594,0.999999236,0.000750242,2.13E-08
4067336,FALSE POSITIVE,1.000356368,0.999694723,1.000007235,0.000661644,9.37E-09
4067549,FALSE POSITIVE,1.000689741,0.987843584,0.999176492,0.012846157,5.95E-06
4067925,CONFIRMED,1.000625393,0.999208015,1.000009628,0.001417378,1.25E-08
4068391,FALSE POSITIVE,1.001284563,0.990347469,0.999967268,0.010937094,2.48E-07
4069063,FALSE POSITIVE,1.000350376,0.999421381,0.999748899,0.000928995,1.29E-08
4069213,FALSE POSITIVE,1.000394033,0.983076847,0.998465906,0.017317185,1.76E-05
4070376,FALSE POSITIVE,1.00398598,0.993786404,0.999315722,0.010199576,6.53E-06
4072333,FALSE POSITIVE,1.000381211,0.999720766,1.000007698,0.000660445,9.53E-09
4072526,CONFIRMED,1.000597309,0.999394234,1.000008244,0.001203075,1.10E-08
4073089,FALSE POSITIVE,1.00072433,0.773552018,0.99827099,0.227172312,0.00029337
4073707,FALSE POSITIVE,1.013541124,0.920404837,0.99212605,0.093136287,0.000401384
4073730,FALSE POSITIVE,1.000184007,0.998789607,0.99991932,0.0013944,6.06E-08
4074294,FALSE POSITIVE,1.000090933,0.999933744,1.000001123,0.000157189,4.58E-10
4075015,FALSE POSITIVE,1.000313861,0.999734798,1.000010508,0.000579063,8.40E-09
4075064,FALSE POSITIVE,1.001163549,0.941513729,0.999379247,0.059649821,2.18E-05
4076098,CONFIRMED,1.00037679,0.998685161,0.999930644,0.001691629,7.89E-08
4076952,FALSE POSITIVE,1.008090886,0.878627368,0.989114221,0.129463518,0.000843685
4076976,FALSE POSITIVE,1.001471664,0.99513564,0.99997416,0.006336024,1.27E-07
4077252,FALSE POSITIVE,1.000270574,0.999182977,0.999994932,0.001087597,9.50E-09
4077526,CONFIRMED,1.000281855,0.999782502,1.000008554,0.000499353,5.46E-09
4077767,FALSE POSITIVE,1.000466376,0.999245063,1.000014564,0.001221313,1.84E-08
4077901,FALSE POSITIVE,1.000064854,0.999914191,1.000000862,0.000150663,5.04E-10
4078157,FALSE POSITIVE,1.00091065,0.992860078,0.999888789,0.008050572,6.77E-07
4078311,CONFIRMED,1.00032732,0.999639423,1.0000075,0.000687897,9.88E-09
4078693,FALSE POSITIVE,1.000579656,0.999446779,0.999954752,0.001132877,3.33E-08
4079530,FALSE POSITIVE,1.001707638,0.965644926,0.999123089,0.036062712,2.40E-05
4079535,FALSE POSITIVE,1.000517231,0.992302857,0.999922436,0.008214374,4.15E-07
4135665,CONFIRMED,1.000212663,0.999666815,1.000008431,0.000545849,3.94E-09
